Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
Irrigation costs by sources.,"",Abstract: The cost of irrigation by various sources and modes of lifting water based on a survey of 120 farmers selected from five villages in Bichpuri (Uttar Pradesh) is examined for 1969-70. Cost per irrigated ha cost per hour and cost per 1000 gallons of water for different sources of irrigation and different modes of lifting water are worked out. The electrically operated tubewell was found to be cheapest (Rs 0.23) and well-charsa the most expensive (Rs 1.13) source or device in terms of irrigation cost/1000 gal water discharge on all farm size-groups. The electrically operated tubewell is cheaper on large farms than on small farms. ### Topics keywords: NDVI;cover crop;farm size,1979,,Financing Agriculture,,,,,,,#37313,,"",""
"Land cover changes, autumn rainfall and soil vulnarabilities in the Bouregreg watershed in Morocco [Changement des états de surface, précipitations automnales et vulnérabilité des sols dans le bassin versant du Bouregreg au Maroc]","","Abstract: The Bouregreg watershed is located in the Rabat-Salé- Zemour Region in Morocco. It is a pastoral area in the interior mountainous parts and agro-pastoral in the plains. Like most watersheds of Atlantic Morocco, the landscape dynamics observed in the Bouregreg watershed are marked by an intensification of agricultural areas in the plains and their extension to the slopes. Indeed, land cover supervised classification using Landsat images around 1987 and 2006 indicate land cover changes in the Bouregreg watershed. Between 1987 and 2006, over the entire watershed, 15% of the wooded areas have been converted into agricultural areas. When taking the morphology of the watershed into account, the study shows the fragility of these agricultural areas. Indeed, 30% of the cultivated areas are located on slopes from 5 to 10%, and 24% on slopes from 10 to 20%. These croplands exhibit almost no vegetation during land preparation and planting. The archiving and seasonal monitoring of variations in the Normalized Difference Vegetation Index (NDVI), derived from the SPOT vegetation sensor for the period from 2001 to 2009, reveal at the beginning and end of growing seasons, a lengthening of the period during which the soil is almost bare during the years of exceptional drought. In addition, analysis of the rainfall time series at the Rabat meteorological station shows a modification of autumn rainfall regime since 1999, with an increasing trend specifically during October. This situation is likely to make the bare soil on steep slopes vulnerable to erosion by rain especially during particularly dry years like 2003 and 2007. ### Countries mentioned: Morocco ### Measurements for interventions: cultivated area ### Topics keywords: remote sensing;short term;VI;time series;land cover;land use;growing season;land cover change;NDVI;vegetation index;LUCC;normalized difference vegetation index;long term ### Geo regions: Middle East and North Africa ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",2013,,Revue des Sciences de l'Eau,,,,,https://doi.org/10.7202/1016060ar,,#37126,,"",""
"Land Degradation in Central Asia: Evidence, Perception and Policy","","Abstract: The introduction of communism into Central Asia brought agricultural transformation on a massive scale. Irrigation projects, expansion of livestock numbers and ploughing of the northern steppe modified vegetation and soils. Despite initial censorship, in the late Soviet period resources available for the study of land degradation processes were substantial and large scale mapping projects defined uniform criteria for degradation type and severity. Scientists found that degradation of vegetation cover from grazing was widespread, although productivity losses were slight in many areas. Tighter regulation led to stabilization of forest cover. Perhaps the most acute form of degradation was soil salinization, and the related Aral Sea disaster. Independence brought economic crisis: privatization turned salaried workers into subsistence farmers, dependant on local resources for survival. The early years were characterized by ploughing of marginal land in the mountains; abandonment of steppe fields for want of machinery; collapse in livestock inventories; and increasing reliance on wood for fuel. These changes led to a new mixture of degradation and recovery processes. Yet these were poorly documented, as funding for science collapsed and trained personnel migrated or retired. Institutes came to depend on environment-focussed development projects, so incentives to keep degradation on the agenda became strong. Such projects fund little basic science-so most statistics used to justify them were based on data from the 1980s or on more recent national data unaccompanied by documentation of methodology. Some research funding became available through international scientific collaborations, which have improved our understanding of specific processes such as grazing, soil erosion and deforestation. But much of this research is case-study based and cannot be scaled up. Studies at the national or regional scale often involve time-series analysis of remotely sensed vegetation indices. These have revealed responses to climatic factors, but so far have provided only speculative documentation of anthropogenic degradation processes over large areas. ### Programs found: large scale (LIS) mapping project;scale irrigation project;irrigation project;development project;large scale irrigation (LSI) project;mapping project ### Topics keywords: remote sensing;short term;soil erosion;VI;land use change;time series;land cover;land degradation;vegetation cover;forest cover;LD;NDVI;protected area;vegetation index;large scale;long term ### Geo regions: Europe and Central Asia",2016,,END OF DESERTIFICATION?: DISPUTING ENVIRONMENTAL CHANGE IN THE DRYLANDS,,,,,https://doi.org/10.1007/978-3-642-16014-1_17,,#36703,,"",""
Land use conflicts in pastoral development in northern Côte d'Ivoire.,"","Abstract: The agricultural geography of West Africa has witnessed the southerly migration of Fulani herds from the Sudano-Sahelian region to the subhumid savannas of Sierra Leone, Côte d'Ivoire, Cameroon and the Central African Republic. This migratory drift of herds and herders represents a new development for the Fulani, because it is occurring well within the Tsetse belt, an area normally avoided by Fulani herders in the past, because of the hazards of animal sleeping sickness. This migration pattern is explained by a number of factors such as land use competition between peasants and herders in the Sudano-Sahelian region, land degradation linked to changing social relations of production and demographic pressures, drought and restricted access to formerly open rangelands. In the case of Côte d'Ivoire, Fulani herd owners from Burkina Faso and Mali have been attracted to the country for its better pastures, low population densities, proximity to markets and the veterinary care and subsidies provided by their livestock development corporation. This chapter examines the inadequacy of pursuing technocratic approaches to solving interlocking political, economic, and cultural-ecological problems affecting land use in the context of the Senufo-Fulani Tandem Project. The case study shows that the interactive effects of land use conflicts at three overlapping levels continue to undermine both the expansion of Fulani livestock production and the intensification of agricultural systems in the savanna region. An overview of the evolution of the above project is given. Multiple land use conflicts at the regional and national levels integral to this pastoral development debacle are focused on. ### Countries mentioned: Sierra Leone;Mali;Burkina Faso;Central African Republic;Cote d'Ivoire;Cameroon;Sudan ### Programs found: evolution project;senufo fulani tandem project ### Topics keywords: spatial distribution;land degradation;biological control;land use;population density;LD;protected area;human activity ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);Middle-income countries($996 to $3,895);IDA;BLEND",1993,,Land in African agrarian systems..,,,,,,,#36769,,"",""
Land-use options in Sikkim Himalaya: an analysis from the Mamlay watershed of south district.,"","Abstract: Using data from a primary survey conducted in 1991 of 64 farm households, five land-use options, pertaining to crop rotations, are evaluated from the Mamlay watershed of south district in Sikkim Himalaya. Productivity and profitability of the five crop rotations are specified using budgeting techniques. Land-use options are assessed in terms of crop preference, productivity, profitability, resource requirements (land, labour and power), soil quality and risks. The results indicate that maize/ginger/pulse and maize/potato are very profitable, but higher risk and capital inputs make these land-use options difficult for marginal and small holding farmers. ### Countries mentioned: India ### Plant products search: maize;ginger;grain legumes;potatoes ### Topics keywords: crop rotation;land use;survey conducted;factor affecting;management practice ### Geo regions: South Asia ### World bankdivision regions: Middle-income countries($996 to $3,895);IBRD",1995,,Journal of Sustainable Agriculture,,,,,,,#36953,,"",""
Les changements dans l'economie agropastorale: Exemple d'une communaute agropastorale de la commune de Hadj Mechri (Wilaya de Laghouat). (With English summary.),"","Abstract: The pastoral life mode, in the steppe areas, knows major changes: sedentarisation of the populations on grasslands, reduction of the size of the cattle with reduction of the breeding activity in household income, generalization of the complementation in the animal's food, emergence of the non agricultural activities and guarding, the change of the law of use of the joint grasslands to the houses and reduction of the amplitude of animal's moving. All these changes find their explanations in the manner with which the oil revenue was distributed, in the inconsistency of the policies followed in the steppe and finally in the new hegemonic vision concerning the sedentary life to which the young people and the women aspire to escape the difficulties of the way of transhuman life. ### Countries mentioned: Algeria;Nepal ### Topics keywords: young people;rural community;rural household;household income;rural area ### Geo regions: Middle East and North Africa;South Asia ### World bankdivision regions: Low-income countries(995$ or less);Upper-middle-income countries ($3,896 to $12,055);IDA;IBRD",2008,,Les Cahiers du CREAD,,,,,https://proxy.lib.ohio-state.edu/login?url=http://search.ebscohost.com/login.aspx?direct=true&db=ecn&AN=1054236&site=ehost-live,,#36661,,"",""
Linkages between land management activities and stream water quality in a border dyke-irrigated pastoral catchment.,"","Abstract: This paper describes key linkages between land management activities and stream water quality for a 5230 ha catchment used for intensive pastoral agriculture in southern New Zealand. Due to low annual rainfall and the wide coverage of soils with low available water-holding capacities, flood irrigation of the 2400 ha of flat land within the catchment is an important feature impacting on farm business profitability and stream health. Water quality variables and nutrient and sediment yield estimates are reported for a four-year period. This monitoring shows that some improvement in farm environmental performances would generally be desirable, with stream concentrations of nutrients (N and P), sediment and faecal bacteria regularly exceeding guidelines recommended for surface waters. Field measurements, farm management surveys and farm systems modelling have identified some land management practices that appear to be key sources of many of these pollutants. Border dyke irrigation runoff has a potentially large effect on a range of water quality parameters, due to both the excessive stream flows generated by over-watering and the entrainment of P, N and faecal bacteria in this flow as it passes from land to stream. Stock access to some of the remaining un-fenced lengths of the stream was also recognised as an important land management practice that needed to be addressed if some of the key catchment values identified by stakeholders, such as maintaining a healthy trout fishery and a stream suitable for recreational use, were to be protected. Assessments of the effectiveness and cost-effectiveness of a number of potential mitigation practices identified that managements which targeted reducing irrigation runoff (e.g. by installing bunds or using appropriate watering times) and fencing and planting riparian margins showed the greatest potential to meet these key values with least cost to farm businesses. Other farm practices were also identified that incurred nil or minimal cost while also delivering small or moderate benefits to stream water quality. ### Countries mentioned: New Zealand ### Topics keywords: NH4;bulk density;NO3;management practice ### Geo regions: East Asia and Pacific ### World bankdivision regions: High-income countries($12,056 or more)",2009,,Agriculture,,,,,https://doi.org/10.1016/j.agee.2008.08.017,,#37163,,"",""
Linking smallholder agriculture and water to household food security and nutrition,"","Abstract: Promoting household food security and reducing malnutrition rates of a growing population with the same amount of water is a challenge facing South African nutritionists and agriculturalists alike. Apart from non-food related effects of agriculture in general, the crop and livestock production practices of the South African smallholder farmer may have nutritional implications, primarily when practised on residential land and resulting in home consumption. Yet, few studies have systematically investigated the impact thereof. It appears that crop diversification, gender issues and nutrition education are among the important factors that strengthen the link between agriculture and nutrition. Since food production is the most water-intensive activity in society, nutritional water productivity (i.e. nutrition per volume water) of foods and the nutritional water footprint of diets should be investigated in order to achieve a sustainable solution. This implies that both the demand for a diet consisting predominantly of water-productive plant products, as well as the supply thereof, be addressed. ### Countries mentioned: South Africa ### Topics keywords: food insecurity;drought stress;water saving;SA;household food security;LCA;smallholder farmer;water footprint;food security ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Upper-middle-income countries ($3,896 to $12,055);IBRD",2007,,Water SA,,,,,,,#36310,,"",""
Livelihood diversification: Continuity and change in the Sahel,"","Abstract: Livelihood diversification can be crucial for poor rural households in the African Sahel. Migration is a common diversification strategy during the dry season, but there are also areas with significant strategies on the farm, such as incomes from gum and resins. Sudan is a country where the income from gum arabic, the gum from the Acacia senegal tree, has played a large economic role for smallholders for generations, but there are signs of a declining production which is detrimental if people have no alternative incomes. The results showed that in parts of the country, the 1984 drought caused an event-driven change resulting in a discontinuation of production. However, in other parts of the country, the agricultural system providing gum arabic proved to be more resilient to the drought and the incomes from gum arabic still play a large role. The results illustrated a complexity of driving forces, regional differences and a large variability in incomes between households. Some causes were indirect such as prices, drought, precipitation and locust, whereas the others were direct and hence more controllable by households. This study underlined the direct causes, such as how labour input is prioritised between livelihood activities, which have not been given as much attention in previous literature. Secondly, the need for a holistic view of livelihoods is underlined in order to understand the future of gum arabic production. Empirical data were collected from extensive fieldwork. ### Countries mentioned: Sudan;Senegal ### Topics keywords: small scale;land use change;food insecurity;spatial distribution;driving force;rural household;cultivated land;dry season;agroforestry system;dairy cattle;crop residue;sweet potato;human activity ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);Middle-income countries($996 to $3,895);IDA",2006,,GeoJournal,,,,,https://doi.org/10.1007/s10708-007-9043-6,,#36962,,"",""
"Local communities' accountability for natural resource conservation: a comparative study of Chiro and Fiche, Ethiopia.","","Abstract: Ethiopia's natural resources base, its land, water, forests and trees are the foundation of any economic development, food security and other basic necessities of its people. Smallholder agriculture is the dominant sector that provides over 85 percent of the total employment and foreign exchange earnings and approximately above 45 percent of the GDP. However, natural resource degradation is a major concern for Ethiopia's poor rural communities. Post-modernism approach to natural resource management assumes that sustainability of specific natural resource conservation and management measures is at risk when local communities feel no ownership over the resources for the way it is used and managed. The main purpose of this study was, therefore, to assess conduciveness of factors for local communities' accountability for natural resource conservation in Chiro and Fiche area, Ethiopia. The research variables were economic benefits; right and access to natural resources; and knowledge and capacity to implement conservation activities. For comparison purpose, two successful and unsuccessful watershed developments were purposively chosen for this study. Data were collected using survey instrument from 304 head of households sample population in Fiche and Chiro areas within Ethiopia. Qualitative data were also collected through interview and document review. The study used descriptive statistics represented by frequencies and percentages. Chi-square test was also used to analyze whether or not significant variation existed between the sites. The results indicated high local communities' accountability for natural resource conservation in Chiro. Existence of economic benefits is a critical and an effective means to provide the incentive for feeling a sense of ownership by the local communities. Knowledge and capacity of carrying out conservation activity is equally vital for successful implementation of community based natural resource conservation. It is also possible to implement successful community based natural resource conservation under the existing rural land ownership system in Ethiopia. ### Countries mentioned: Ethiopia ### Topics keywords: natural resource;land degradation;GDP;rural community;used analyze;factor affecting;descriptive statistic;large scale;natural resource management;land reform;rural tourism;protected area;economic benefit;farm size;social capital;food security;local community;land ownership;factor influencing;gross domestic product ### Geo regions: Sub-Saharan Africa ### World bankdivision regions: Low-income countries(995$ or less);IDA",2014,,Developing Country Studies,,,,,,,#36951,,"",""
An integrated approach to assess the dynamics of a pen-urban watershed influenced by wastewater irrigation,"","Abstract: In many urban and pen-urban areas of India, wastewater is under-recognized as a major water resource. Wastewater irrigated agriculture provides direct benefits for the livelihoods and food security of many smallholder farmers. A rapidly urbanizing pen-urban micro-watershed (270 ha) in Hyderabad was assessed over a 10-year period from 2000 to 2010 for changes in land use and associated farming practices, farmer perceptions, socio-economic evaluation, land-use suitability for agriculture and challenges in potential irrigated area development towards wastewater use. This integrated approach showed that the change in the total irrigated area was marginal over the decade, whereas the built-up area within the watershed boundaries doubled and there was a distinct shift in cropping patterns from paddy rice to paragrass and leafy vegetables. Local irrigation supplies were sourced mainly from canal supplies, which accounted for three-quarters of the water used and was largely derived from wastewater. The remainder was groundwater from shallow hard-rock aquifers. Farmer perception was that the high nutrient content of the wastewater was of value, although they were also interested to pay modest amounts for additional pre-treatment. The shift in land use towards paragrass and leafy vegetables was attributed to increased profitability due to the high urban demand. The unutilised scrubland within the watershed has the potential for irrigation development, but the major constraints appear to be unavailability of labour and high land values rather than water availability. The study provides evidence to support the view that the opportunistic use of wastewater and irrigation practices, in general, will continue even under highly evolving pen-urban conditions, to meet the livelihood needs of the poor driven by market demands, as urban sprawl expands into cultivable rural hinterlands. Policy support is needed for enhanced recognition of wastewater for agriculture, with flow-on benefits including improved public health and protection of ecosystem services. ### Countries mentioned: Pakistan;India ### Plant products search: rice;leafy vegetables ### Topics keywords: organic farming;irrigated agriculture;cropping system;land degradation;water saving;rural community;RO;public health;CI;farming practice;farming system;long term;paddy field;cropping pattern;anaerobic digestion;human health;food safety;risk assessment;farmer perception;economic benefit;animal health;management practice;food security;ecosystem service;land use;paddy rice;extension service;smallholder farmer;sustainable agriculture;pre treatment ### Geo regions: South Asia ### World bankdivision regions: BLEND;Middle-income countries($996 to $3,895);IBRD",2015,,JOURNAL OF HYDROLOGY,,,,,https://doi.org/10.1016/j.jhydrol.2015.02.001,,#36874,,"",""
